37	  38.45	  21.97	  -1.46	 266.29	 277.61
38	  59.19	  33.82	   2.12	 493.66	  57.58
39	  54.80	  31.31	   2.64	 167.07	 241.98
40	  37.51	  21.43	  -0.58	  61.52	 165.67
41	  48.38	  27.65	  -0.67	  16.33	 121.83
42	  63.32	  36.18	  -2.42	  19.05	  62.15
43	  71.25	  40.71	   0.63	 113.80	 486.98
44	  47.91	  27.38	  -2.88	 266.14	 401.71
45	  65.49	  37.43	  -3.12	  57.11	 362.70
46	  69.74	  39.85	  -0.73	  65.47	 372.89
47	  43.60	  24.91	  -1.63	 308.24	 357.36
48	  39.85	  22.77	   2.47	  37.40	 383.98
49	  43.79	  25.02	   0.48	 363.57	 267.75
50	  46.93	  26.82	  -2.21	  42.37	  88.66
51	  69.62	  39.78	  -0.12	 169.62	 115.52
52	  43.04	  24.59	   1.24	   5.51	 415.40
53	  49.05	  28.03	   0.70	 330.84	 261.17
54	  61.57	  35.18	  -1.75	 273.15	 209.08
55	  38.75	  22.14	   0.13	 441.86	 386.69
56	  39.56	  22.60	  -2.21	 398.10	 492.43
57	  61.38	  35.08	  -0.89	 145.17	  31.68
58	  70.60	  40.34	   0.12	 467.78	 465.48
59	  42.55	  24.32	  -2.67	 194.21	 472.64
60	  36.40	  20.80	   3.01	 498.97	 247.45
61	  48.16	  27.52	  -0.96	 134.05	  95.99
62	  48.18	  27.53	  -0.25	 128.52	 271.92
63	  40.88	  23.36	  -0.11	  25.31	 303.07
64	  61.39	  35.08	   0.05	 268.24	  93.31
65	  47.48	  27.13	   0.61	 310.05	  31.55
66	  39.65	  22.66	   1.23	  64.06	 138.72
67	  66.31	  37.89	  -2.22	 391.28	 226.11
68	  66.13	  37.79	  -1.39	 215.35	 260.68
69	  58.08	  33.19	  -0.14	 186.75	 363.81
70	  42.81	  24.47	   0.10	  90.42	 347.57
71	  64.88	  37.08	  -2.40	 335.24	 252.02
72	  51.81	  29.60	   1.55	 204.61	  30.35
73	  36.76	  21.00	  -0.75	  55.18	 492.00
74	  67.77	  38.73	  -2.91	 169.86	  82.05
75	  59.43	  33.96	  -2.31	 389.24	 431.57
76	  51.61	  29.49	   3.05	 470.18	 195.04
77	  39.46	  22.55	   2.25	  94.83	 133.59
78	  70.64	  40.36	  -1.80	  76.95	 335.10
79	  36.92	  21.10	  -1.38	 490.96	 115.70
80	  42.47	  24.27	   0.01	  19.93	 287.96
81	  39.80	  22.75	   0.82	 145.89	 239.26
82	  69.82	  39.90	   2.15	 271.85	 255.46
83	  37.42	  21.38	   2.22	 327.71	 490.30
84	  39.47	  22.56	   2.34	  41.16	 213.50
85	  59.87	  34.21	   2.94	 148.78	  11.75
86	  53.30	  30.46	   2.15	 147.89	 226.49
87	  46.59	  26.62	  -0.84	  34.98	 235.78
88	  49.24	  28.14	  -1.90	 346.94	 128.11
89	  46.90	  26.80	   0.97	 340.55	  61.64
90	  44.10	  25.20	  -0.19	  53.79	 432.44
91	  42.49	  24.28	   3.09	 168.11	 187.70
92	  52.73	  30.13	   0.13	 444.56	 374.06
93	  61.59	  35.19	   1.11	 376.49	 274.32
94	  44.95	  25.69	   2.00	 461.31	 288.18
95	  53.01	  30.29	   2.38	 473.33	  83.44
96	  41.93	  23.96	   0.34	 241.23	  32.36
97	  47.45	  27.12	  -2.06	  52.72	 366.18
98	  59.54	  34.02	  -0.18	 110.32	 300.86
99	  67.80	  38.74	  -1.76	 349.33	 109.37
100	  48.41	  27.66	  -1.93	 423.50	  96.96
101	  38.52	  22.01	   2.40	  14.24	 119.64
102	  59.35	  33.91	  -0.68	 241.77	 370.34
103	  68.11	  38.92	   1.49	  29.60	 362.33
104	  49.96	  28.55	  -3.02	 487.79	 273.35
105	  48.71	  27.84	   2.75	 288.28	 193.79
106	  48.92	  27.95	  -1.96	 167.05	  58.67
107	  64.31	  36.75	  -1.50	 199.96	 122.21
108	  38.71	  22.12	   0.25	 485.71	 200.89
109	  40.96	  23.41	  -0.54	 162.34	 435.20
110	  51.21	  29.26	   2.48	 237.16	 375.17
111	  49.07	  28.04	   2.29	  19.31	 363.52
112	  70.27	  40.16	   2.83	  39.48	 305.05
113	  64.83	  37.05	  -0.40	  45.56	 318.45
114	  60.20	  34.40	  -1.60	  11.94	 410.95
115	  56.84	  32.48	  -1.18	 373.42	  59.65
116	  56.13	  32.08	   1.13	 461.47	  66.95
117	  69.75	  39.86	  -0.17	 130.70	 194.19
118	  59.33	  33.90	   0.32	 303.00	 366.39
119	  53.05	  30.32	   2.85	 284.60	 187.86
120	  53.64	  30.65	   1.35	 422.39	  41.82
121	  49.93	  28.53	   1.52	 401.95	 124.05
122	  47.78	  27.30	  -1.19	  80.18	 326.84
123	  46.58	  26.62	   0.57	 235.01	  31.69
124	  71.05	  40.60	   1.53	 320.97	 123.83
125	  62.72	  35.84	  -1.61	   9.79	 170.82
126	  63.26	  36.15	  -1.49	 173.72	 474.04
127	  45.85	  26.20	   0.98	 416.37	 390.95
128	  59.67	  34.09	   1.80	 360.18	 361.33
129	  40.57	  23.18	   2.37	 301.29	 161.28
130	  60.89	  34.79	  -1.74	 277.85	 459.43
131	  65.37	  37.36	  -2.97	 294.43	  73.86
132	  46.82	  26.75	   1.95	 291.50	  44.21
133	  49.41	  28.23	  -2.79	 296.74	 160.57
134	  69.83	  39.91	  -1.71	  41.15	 292.15
135	  66.03	  37.73	  -1.41	 390.08	 180.39
136	  36.37	  20.78	  -3.10	 400.43	  37.87
137	  46.82	  26.75	  -0.61	 464.99	 368.88
138	  40.64	  23.23	  -0.98	 149.55	 333.75
139	  60.25	  34.43	  -2.39	 413.18	 400.04
140	  66.98	  38.28	   1.28	 220.53	  38.25
141	  67.08	  38.33	   1.38	 302.86	 483.60
142	  45.14	  25.79	   0.16	  17.91	 215.07
143	  50.68	  28.96	  -1.52	 419.14	 462.96
144	  52.74	  30.14	  -0.56	 327.59	 213.09
145	  55.05	  31.46	  -2.25	 261.23	 292.00
146	  45.07	  25.75	   2.89	 367.62	 204.10
147	  37.80	  21.60	  -2.82	  97.74	 489.81
148	  43.44	  24.82	   1.63	 202.93	 406.76
149	  47.16	  26.95	  -2.02	 202.17	 153.48
150	  38.74	  22.14	  -0.18	  16.82	 505.83
tr
