65	  52.26	  34.07	   1.25	 421.00	 246.50
66	 109.83	  30.57	   1.40	 496.00	 413.00
67	  32.40	  31.56	  -1.21	  39.50	 247.50
68	  69.43	  32.14	  -1.09	 126.00	 134.00
69	  87.90	  33.93	   1.08	  86.50	 256.00
70	  92.54	  24.11	   1.53	 115.50	 142.50
71	 110.01	  31.96	   0.85	  94.00	 260.00
72	  90.96	  31.83	  -0.09	 177.00	 466.00
73	  66.08	  29.12	  -0.55	 320.00	 463.50
74	  95.58	  30.02	   0.04	 355.50	  61.00
75	  82.48	  27.14	  -1.05	 165.00	 116.00
76	 132.65	  33.24	   1.39	  24.50	 169.50
77	  96.24	  30.34	  -0.17	 200.50	 436.00
78	  66.48	  19.76	  -1.43	 394.00	 372.50
79	  43.23	  23.24	  -0.96	 386.50	 379.00
80	  77.22	  26.54	  -0.88	 198.00	 107.50
81	  93.67	  30.35	  -0.06	 366.50	 122.00
82	  64.30	  29.31	  -1.47	 115.00	 183.00
83	  60.89	  29.86	  -0.26	 240.50	  52.50
84	  23.88	  31.04	   1.21	 150.00	 344.00
85	  71.29	  29.21	   0.94	  48.50	 354.50
86	  68.71	  27.16	  -0.42	 298.50	 481.00
87	  61.30	  24.28	   0.70	 466.50	 252.50
88	  91.25	  36.01	  -0.97	 137.00	  89.00
89	 104.82	  30.67	   1.27	  43.00	 210.50
90	  22.77	  31.56	  -0.98	  61.00	 250.50
91	  98.94	  32.10	   0.32	 401.50	 154.50
92	  61.76	  30.04	   1.14	 488.00	 253.00
93	  55.37	  34.65	   1.12	 491.50	 228.50
94	 101.17	  27.56	  -0.91	 184.50	  86.00
95	 112.59	  31.70	  -0.22	 156.00	 470.50
96	  73.70	  32.98	   0.78	 430.50	 229.00
97	  66.34	  31.78	  -1.32	 102.50	 170.00
98	  76.47	  28.71	  -0.73	 152.00	  60.50
99	  38.64	  22.86	   1.17	  91.00	 319.50
100	  54.76	  43.32	  -1.18	 397.50	 390.00
101	  96.04	  36.07	   1.41	  40.50	 171.50
102	  45.56	  37.53	  -1.31	 461.00	 320.50
103	  59.46	  37.70	  -1.47	  85.50	 178.50
104	 107.68	  34.19	   0.10	 407.50	  45.00
105	  56.85	  30.02	   0.57	 473.00	  94.50
106	  35.56	  23.43	  -0.23	 301.50	 449.00
107	  46.16	  35.42	   0.65	 417.00	 151.50
108	  48.91	  31.56	  -1.34	 414.50	 347.00
109	  62.74	  28.68	   0.93	  37.50	 317.00
110	  80.94	  31.23	  -0.45	 286.00	 459.00
111	  76.38	  30.52	  -1.52	 468.50	 375.00
112	 124.63	  33.10	  -0.50	 322.50	  78.00
113	  66.98	  34.65	  -0.84	 183.00	 114.50
114	  73.92	  32.80	   1.36	  85.50	 207.50
115	 107.24	  31.69	   0.14	 390.50	 117.50
116	  77.48	  33.11	  -0.72	 124.50	  53.00
117	  77.37	  33.86	  -0.60	 335.00	 453.50
118	  70.60	  28.50	  -1.08	 120.50	 126.50
119	  97.98	  28.19	   1.33	 460.50	 312.00
120	  77.81	  24.40	   0.76	 457.50	 170.00
121	 103.09	  23.93	   1.40	 430.50	 353.50
122	  49.39	  32.72	  -1.41	 433.50	 330.50
123	  59.84	  34.13	  -0.12	 324.00	 111.00
124	 101.74	  27.02	  -1.51	 423.00	 413.50
125	  56.18	  27.99	   0.22	 199.00	 422.50
126	 101.75	  39.99	   0.28	 416.00	  82.50
127	  85.88	  34.44	   1.32	 369.50	 328.00
128	  94.99	  33.70	   1.48	 116.00	 163.00
129	  59.25	  36.43	  -0.74	 389.50	 452.00
130	  74.58	  32.40	   1.10	  34.00	 280.00
131	  79.39	  26.72	  -1.46	 418.50	 390.00
132	  76.05	  32.42	   0.36	 380.00	 106.50
133	  64.02	  30.56	  -0.24	 245.00	 406.00
134	 133.51	  29.26	   1.24	  55.00	 182.00
135	 129.92	  31.22	  -0.56	 171.50	 430.00
136	  81.99	  27.22	   1.26	  39.50	 252.00
137	  38.22	  20.01	  -1.10	  75.50	 160.50
138	  82.91	  23.10	  -1.30	 339.50	 366.50
139	  51.38	  27.12	  -1.34	 401.50	 331.00
140	  68.57	  28.13	   0.97	 456.50	 235.50
141	 113.96	  31.36	   0.41	 103.00	 414.00
142	  80.98	  26.42	   0.86	  60.00	 306.50
143	  58.29	  33.71	  -1.49	 112.50	 187.00
144	  80.00	  23.36	   0.04	 149.50	 449.00
145	  59.77	  31.12	   1.47	 105.00	 243.00
146	  96.90	  33.57	   0.99	 461.00	 267.50
147	  45.24	  30.15	   0.14	 278.50	 101.00
148	  60.33	  33.23	  -1.46	 383.50	 337.00
149	 106.34	  26.87	   1.40	  91.00	 154.50
150	  66.06	  26.84	  -0.67	 317.50	 470.50
tr
