63	 260.00	  30.00	   4.46	 175.00	 207.00
64	 260.00	  30.00	   1.46	 340.00	 350.00
65	 260.00	  30.00	   3.47	 252.00	 297.00
66	 260.00	  30.00	   3.79	 258.00	 339.00
67	 260.00	  30.00	  -1.21	  95.00	 160.00
68	 260.00	  30.00	  -1.32	 184.00	 233.00
69	 260.00	  30.00	  -0.45	 259.00	  45.00
70	 260.00	  30.00	   2.59	 292.00	 360.00
71	 260.00	  30.00	   2.39	 316.00	 371.00
72	 260.00	  30.00	   0.24	 254.00	 198.00
73	 260.00	  30.00	   3.64	 325.00	 400.00
74	 260.00	  30.00	   0.41	 365.00	 180.00
75	 260.00	  30.00	   4.09	 143.00	 340.00
76	 260.00	  30.00	   3.73	 127.00	 377.00
77	 260.00	  30.00	   2.22	 365.00	 451.00
78	 260.00	  30.00	   0.12	 346.00	 206.00
79	 260.00	  30.00	   4.55	  76.00	 292.00
80	 260.00	  30.00	   1.67	 487.00	 351.00
81	 260.00	  30.00	   1.76	 419.00	 392.00
82	 260.00	  30.00	   1.34	 408.00	 169.00
83	 260.00	  30.00	   1.72	 320.00	 159.00
84	 260.00	  30.00	   2.21	 370.00	 439.00
85	 260.00	  30.00	   4.62	 149.00	 168.00
86	 260.00	  30.00	   2.74	 245.00	 378.00
87	 260.00	  30.00	  -0.92	 220.00	 222.00
88	 260.00	  30.00	   2.38	 273.00	 311.00
89	 260.00	  30.00	   2.58	 306.00	 481.00
90	 260.00	  30.00	   0.51	 191.00	 159.00
91	 260.00	  30.00	  -0.14	 114.00	  85.00
92	 260.00	  30.00	   0.95	 421.00	 196.00
93	 260.00	  30.00	   2.18	 403.00	 306.00
94	 260.00	  30.00	   3.90	 282.00	 377.00
95	 260.00	  30.00	  -1.07	 264.00	 116.00
96	 260.00	  30.00	   2.20	 256.00	 373.00
97	 260.00	  30.00	  -0.61	 255.00	 142.00
98	 260.00	  30.00	  -1.39	 139.00	 193.00
99	 260.00	  30.00	  -0.37	 296.00	 153.00
100	 260.00	  30.00	   1.22	 254.00	 173.00
101	 260.00	  30.00	   0.34	 360.00	 218.00
102	 260.00	  30.00	   3.96	 177.00	 378.00
103	 260.00	  30.00	  -1.08	 177.00	 164.00
104	 260.00	  30.00	   3.48	 192.00	 422.00
105	 260.00	  30.00	  -1.15	 166.00	 156.00
106	 260.00	  30.00	  -1.54	 162.00	 291.00
107	 260.00	  30.00	   0.81	 376.00	 170.00
108	 260.00	  30.00	  -0.97	 239.00	 184.00
109	 260.00	  30.00	   3.56	 293.00	 360.00
110	 260.00	  30.00	   2.27	 267.00	 408.00
111	 260.00	  30.00	   0.36	 354.00	  77.00
112	 260.00	  30.00	   0.21	 241.00	 202.00
113	 260.00	  30.00	  -0.21	 175.00	 185.00
114	 260.00	  30.00	   4.56	 107.00	 367.00
115	 260.00	  30.00	   0.52	 430.00	 214.00
116	 260.00	  30.00	   1.30	 342.00	 140.00
117	 260.00	  30.00	   3.96	 309.00	 376.00
118	 260.00	  30.00	   1.86	 298.00	 239.00
119	 260.00	  30.00	   4.53	 238.00	 344.00
120	 260.00	  30.00	   1.56	 484.00	 171.00
121	 260.00	  30.00	   3.70	 251.00	 390.00
122	 260.00	  30.00	   2.28	 207.00	 336.00
123	 260.00	  30.00	   3.94	 196.00	 373.00
124	 260.00	  30.00	   3.45	 207.00	 456.00
125	 260.00	  30.00	   1.61	 417.00	 240.00
126	 260.00	  30.00	   4.50	 173.00	 355.00
127	 260.00	  30.00	   0.46	 264.00	   3.00
128	 260.00	  30.00	   4.45	 189.00	 162.00
129	 260.00	  30.00	   2.61	 328.00	 422.00
130	 260.00	  30.00	   1.12	 383.00	 294.00
131	 260.00	  30.00	  -0.53	 150.00	 233.00
132	 260.00	  30.00	   0.24	 322.00	 193.00
133	 260.00	  30.00	  -0.47	  74.00	 103.00
134	 260.00	  30.00	   0.33	 206.00	  49.00
135	 260.00	  30.00	  -1.28	 117.00	 343.00
136	 260.00	  30.00	  -0.35	 309.00	 149.00
137	 260.00	  30.00	  -0.03	 265.00	  87.00
138	 260.00	  30.00	   1.14	 461.00	 198.00
139	 260.00	  30.00	   0.80	 360.00	 281.00
140	 260.00	  30.00	   3.61	 282.00	 325.00
141	 260.00	  30.00	   1.22	 319.00	 345.00
142	 260.00	  30.00	   1.44	 502.00	 290.00
143	 260.00	  30.00	  -0.70	 215.00	 128.00
144	 260.00	  30.00	   0.77	 354.00	 284.00
145	 260.00	  30.00	   1.76	 323.00	 327.00
146	 260.00	  30.00	   0.61	 323.00	 255.00
147	 260.00	  30.00	   1.24	 439.00	 133.00
148	 260.00	  30.00	  -0.08	 354.00	 188.00
149	 260.00	  30.00	   2.21	 337.00	 312.00
150	 260.00	  30.00	   1.58	 404.00	 308.00
tr
